-27.000	0.001	5	5
-28.000	9.000	5	30
-27.620	17.475	5	5
-13.000	0.001	44	6
-13.000	17.475	44	6
-0.099	0.001	6	6
-0.510	9.000	43	6
-0.550	17.990	6	6
9.001	0.000	30	6
8.990	17.580	30	6
18.999	0.001	13	6
18.999	9.4165	13	30
18.999	17.990	14	6
30.999	0.000	28	6
30.000	17.567	28	6
38.574	0.001	5	5
38.593	9.000	5	30
38.594	17.581	6	6
