-27.000	0.000	1
-26.000	2.000	2
-27.000	8.000	3
-27.000	9.580	4
-27.000	10.580	5
-27.000	17.487	6
-12.000	0.000	7
-1.001	0.000	8
-1.001	10.000 	9
-1.001	17.438 	10
7.000	0.000 	11
9.000	17.465 	12
19.000	0.000 	13
21.000	5.000 	14
21.000	9.478 	15
19.000	17.000 	16
31.000	0.000 	17
31.000	17.409 	18
38.612	-0.649 	19
38.998	8.000 	20
38.998	9.547 	21
38.998	16.999 	22
14.458	17.581 	23
